ID	Description	Length	GC
CP016936.1	Yersinia  enterocolitica  strain  YE7  plasmid  unnamed2  complete  sequence	88902	43.9528919484
CP009748.1	Bacillus  subtilis  strain  ATCC  13952  complete  genome	3876276	45.8182544277
CP015966.1	Lactobacillus  plantarum  strain  LZ206  complete  genome	3212951	44.6446584464
CP015968.1	Lactobacillus  plantarum  strain  LZ206  plasmid  LZ206p1  complete  sequence	6111	37.4734086074
CP015967.1	Lactobacillus  plantarum  strain  LZ206  plasmid  LZ206p2  complete  sequence	33001	39.9260628466
CP015969.1	Lactobacillus  plantarum  strain  LZ206  plasmid  LZ206p3  complete  sequence	11652	34.2945417096
CP008732.2	Burkholderia  mallei  strain  2000031063  chromosome  1  complete  sequence	3553363	68.1656785417
CP008731.2	Burkholderia  mallei  strain  2000031063  chromosome  2  complete  sequence	2321567	68.9968025907
CP003941.1	Bifidobacterium  animalis  subsp.  lactis  ATCC  27673  complete  genome	1963012	60.6306533022
CP018758.1	Pseudomonas  psychrotolerans  strain  PRS08-11306  complete  genome	5271920	64.7869656596
CP018759.1	Pseudomonas  psychrotolerans  strain  PRS08-11306  plasmid  pPRS08-11306  complete  sequence	114250	65.1107221007
CP001805.1	Vibrio  sp.  Ex25  chromosome  1  complete  sequence	3259580	44.8787880647
CP001806.1	Vibrio  sp.  Ex25  chromosome  2  complete  sequence	1829445	44.9477300493
CP018023.1	Alteromonas  sp.  Mex14  complete  genome	4489455	44.2318722428
CP002546.1	Planctomyces  brasiliensis  DSM  5305  complete  genome	6006602	56.4486376823
CP015902.1	Lactococcus  lactis  subsp.  lactis  strain  UC06  complete  genome	2571427	35.2552882116
CP016734.1	Lactococcus  lactis  subsp.  lactis  strain  UC06  plasmid  pUC06A  complete  sequence	36928	32.1003032929
CP016735.1	Lactococcus  lactis  subsp.  lactis  strain  UC06  plasmid  pUC06B  complete  sequence	48632	34.8248067116
CP016736.1	Lactococcus  lactis  subsp.  lactis  strain  UC06  plasmid  pUC06C  complete  sequence	23429	31.8664902471
CP015085.1	Escherichia  coli  O25b:H4  complete  genome	5289898	50.7332655563
CP015086.1	Escherichia  coli  O25b:H4  plasmid  complete  sequence	130920	52.5962419798
CP012603.1	Leptospira  interrogans  serovar  Hardjo  str.  Norma  chromosome  I  complete  sequence	4406718	35.0158780299
CP012604.1	Leptospira  interrogans  serovar  Hardjo  str.  Norma  chromosome  II  complete  sequence	355432	35.0368002881
CP002017.1	Kyrpidia  tusciae  DSM  2912  complete  genome	3384766	59.1141307848
CP003131.1	Mycoplasma  hyopneumoniae  168-L  complete  genome	921093	28.464986706
CP004393.1	Celeribacter  indicus  strain  P73  complete  genome	4529105	66.0082510783
CP004394.1	Celeribacter  indicus  strain  P73  plasmid  pP73A  complete  sequence	155183	68.1260189583
CP004395.1	Celeribacter  indicus  strain  P73  plasmid  pP73B  complete  sequence	135821	60.5355578298
CP004396.1	Celeribacter  indicus  strain  P73  plasmid  pP73C  complete  sequence	122964	59.9825965323
CP004397.1	Celeribacter  indicus  strain  P73  plasmid  pP73D  complete  sequence	19262	59.1215865435
CP004398.1	Celeribacter  indicus  strain  P73  plasmid  pP73E  complete  sequence	7053	59.6625549412
CP013195.1	Prevotella  enoeca  strain  F0113  complete  genome	2861432	46.470857948
CP010818.1	Corynebacterium  ulcerans  strain  131001  complete  genome	2483321	53.3110701355
CP003555.1	Advenella  kashmirensis  WT001  complete  genome	4365995	54.8832053175
CP003556.1	Advenella  kashmirensis  WT001  plasmid  pWTk445  complete  sequence	57884	46.714117891
CP010471.1	Campylobacter  jejuni  strain  CJ677CC519  complete  genome	1642794	30.2903468116
CP011359.1	Edwardsiella  tarda  strain  FL95-01  complete  genome	3620701	57.3501374458
CP019619.1	Listeria  monocytogenes  strain  10-092876-1155  LM6  complete  genome	2974450	37.9821143405
CP014544.1	Zhongshania  aliphaticivorans  strain  SM2  complete  genome	4204359	50.7165063687
CP014839.1	Pandoraea  thiooxydans  strain  ATSB16  complete  genome	4464185	63.1941552601
CP015724.1	Salmonella  enterica  strain  C629  complete  genome	4791723	52.0829563812
CP015725.1	Salmonella  enterica  strain  C629  plasmid  pC629  complete  sequence	210106	48.5621543411
CP015903.1	Lactococcus  lactis  subsp.  lactis  strain  UC08  complete  genome	2381741	34.9981379168
CP016726.1	Lactococcus  lactis  subsp.  lactis  strain  UC08  plasmid  pUC08A  complete  sequence	89015	34.1931135202
CP016727.1	Lactococcus  lactis  subsp.  lactis  strain  UC08  plasmid  pUC08B  complete  sequence	49307	34.2243494838
CP016728.1	Lactococcus  lactis  subsp.  lactis  strain  UC08  plasmid  pUC08C  complete  sequence	15396	30.832683814
CP000359.1	Deinococcus  geothermalis  DSM  11300  complete  genome	2467205	66.6362138533
CP000358.2	Deinococcus  geothermalis  DSM  11300  plasmid  pDGEO01  complete  sequence	574127	65.7035812634
CP000856.1	Deinococcus  geothermalis  DSM  11300  plasmid  pDGEO02  complete  sequence	205686	66.6467333703
CP012136.1	Corynebacterium  pseudotuberculosis  strain  E19  complete  genome	2367956	52.097082885
CP009444.1	Francisella  philomiragia  strain  GA01-2801  complete  genome	2022507	32.5278973076
CP009446.1	Francisella  philomiragia  strain  GA01-2801  plasmid  pFPK_1  complete  sequence	8805	30.1192504259
CP009445.1	Francisella  philomiragia  strain  GA01-2801  plasmid  pFPK_2  complete  sequence	2402	31.0158201499
CP000090.1	Ralstonia  eutropha  JMP134  chromosome  1  complete  sequence	3806533	64.6751781739
CP000091.1	Ralstonia  eutropha  JMP134  chromosome  2  complete  sequence	2726152	64.9834638714
CP000093.1	Ralstonia  eutropha  JMP134  plasmid  1  complete  sequence	87688	64.6587902564
CP000092.1	Ralstonia  eutropha  JMP134  megaplasmid  complete  sequence	634917	60.590911883
CP009224.1	Weissella  ceti  strain  WS105  complete  genome	1390397	40.7464199074
CP001619.1	Dyadobacter  fermentans  DSM  18053  complete  genome	6967790	51.544994898
CP005930.1	Escherichia  coli  APEC  IMT5155  complete  genome	4929051	50.6461182893
CP005931.1	Escherichia  coli  APEC  IMT5155  plasmid  p1ColV5155  complete  sequence	194170	49.8372560128
CP005932.1	Escherichia  coli  APEC  IMT5155  plasmid  p25155  complete  sequence	2836	42.2073342736
CP000726.1	Clostridium  botulinum  A  str.  ATCC  19397  complete  genome	3863450	28.2053346103
CP015831.1	Escherichia  coli  O157  strain  644-PT8  complete  genome	5831209	50.5170540106
CP018406.1	Burkholderia  pseudomallei  strain  2013833055  chromosome  1  complete  sequence	4077823	67.7363632507
CP018407.1	Burkholderia  pseudomallei  strain  2013833055  chromosome  2  complete  sequence	3266006	68.1948532856
CP017033.1	Campylobacter  jejuni  subsp.  jejuni  strain  MTVDSCj16  complete  genome	1785310	30.2930023357
CP018814.1	Enterobacter  cloacae  strain  AR_0002  complete  genome	4882039	55.1436602616
CP018815.1	Enterobacter  cloacae  strain  AR_0002  plasmid  tig00000003  complete  sequence	139942	54.0395306627
CP013378.1	Burkholderia  pseudomultivorans  strain  SUB-INT23-BP2  chromosome  1  complete  sequence	4849929	67.3218721346
CP013377.1	Burkholderia  pseudomultivorans  strain  SUB-INT23-BP2  chromosome  2  complete  sequence	2995708	67.4955636531
CP013379.1	Burkholderia  pseudomultivorans  strain  SUB-INT23-BP2  plasmid  pINT23  complete  sequence	111152	60.9741615086
CP006966.1	Phaeobacter  gallaeciensis  DSM  26640  complete  genome	3776653	59.6245140869
CP006967.1	Phaeobacter  gallaeciensis  DSM  26640  plasmid  pGal_A255  complete  sequence	255493	57.9726254731
CP006968.1	Phaeobacter  gallaeciensis  DSM  26640  plasmid  pGal_B134  complete  sequence	133621	59.8506222824
CP006969.1	Phaeobacter  gallaeciensis  DSM  26640  plasmid  pGal_C110  complete  sequence	109815	56.4431088649
CP006970.1	Phaeobacter  gallaeciensis  DSM  26640  plasmid  pGal_D78  complete  sequence	77876	61.9780163337
CP006971.1	Phaeobacter  gallaeciensis  DSM  26640  plasmid  pGal_E78  complete  sequence	77775	54.7733847637
CP006972.1	Phaeobacter  gallaeciensis  DSM  26640  plasmid  pGal_F69  complete  sequence	68752	62.9043518734
CP006973.1	Phaeobacter  gallaeciensis  DSM  26640  plasmid  pGal_G40  complete  sequence	40170	56.1488673139
CP014623.1	Lactobacillus  backii  strain  TMW  1.1988  complete  genome	2558858	40.8835113164
CP014624.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-1  complete  sequence	44086	40.4799709658
CP014625.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-10  complete  sequence	30007	41.4636584797
CP014626.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-2  complete  sequence	41380	40.9231512808
CP014627.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-3  complete  sequence	18755	38.5283924287
CP014628.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-4  complete  sequence	20916	41.7814113597
CP014629.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-5  complete  sequence	10631	36.3183143637
CP014630.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-6  complete  sequence	10507	36.8896925859
CP014631.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-7  complete  sequence	41809	38.8720132029
CP014632.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-8  complete  sequence	27021	40.6757706969
CP014633.1	Lactobacillus  backii  strain  TMW  1.1988  plasmid  L11988-9  complete  sequence	20407	39.6138579899
CP021529.1	Pediococcus  acidilactici  strain  SRCM101189  complete  genome	2025732	42.2378182306
CP021530.1	Pediococcus  acidilactici  strain  SRCM101189  plasmid  pPL1189-1  complete  sequence	59600	40.0167785235
CP016404.1	Escherichia  coli  strain  210221272  complete  genome	4668621	50.8678258526
CP016405.1	Escherichia  coli  strain  210221272  plasmid  pSLy21  complete  sequence	63329	42.6471284877
CP019937.1	Ketogulonicigenium  robustum  strain  SPU_B003  complete  genome	2452467	62.290460993
CP019938.1	Ketogulonicigenium  robustum  strain  SPU_B003  plasmid  unnamed1  complete  sequence	226430	63.5114604955
CP019939.1	Ketogulonicigenium  robustum  strain  SPU_B003  plasmid  unnamed2  complete  sequence	19694	54.6359297248
CP019940.1	Ketogulonicigenium  robustum  strain  SPU_B003  plasmid  unnamed3  complete  sequence	7028	62.4501992032
CP019941.1	Ketogulonicigenium  robustum  strain  SPU_B003  plasmid  unnamed4  complete  sequence	4005	53.0337078652
CP019942.1	Ketogulonicigenium  robustum  strain  SPU_B003  plasmid  unnamed5  complete  sequence	4211	61.8142958917
CP001796.1	Pseudoalteromonas  sp.  SM9913  chromosome  I  complete  sequence	3332787	40.3771378129
CP001797.1	Pseudoalteromonas  sp.  SM9913  chromosome  II  complete  sequence	704884	39.8171897787
CP003174.1	Brucella  canis  HSK  A52141  chromosome  1  complete  sequence	2107023	57.2059725974
CP003175.1	Brucella  canis  HSK  A52141  chromosome  2  complete  sequence	1170489	57.2934901567
CP010544.1	Mycoplasma  pneumoniae  85084  complete  genome	816404	40.0108279724
AE017244.1	Mycoplasma  hyopneumoniae  7448  complete  genome	920079	28.488858022
CP013288.1	Listeria  monocytogenes  ATCC  19117  strain  WSLC  1033  complete  genome	2950820	37.9928968897
CP011528.1	Staphylococcus  aureus  strain  RKI4  complete  genome	2725654	32.8305059997
CP011529.1	Staphylococcus  aureus  strain  RKI4  plasmid  complete  genome	17905	28.0592013404
FP565176.1	Xanthomonas  albilineans  GPE  PC73  complete  genome	3768695	62.9766006535
FP340279.1	Xanthomonas  albilineans  str.  GPE  PC73  plasmid  complete  genome	24837	58.3564842775
FP340278.1	Xanthomonas  albilineans  str.  GPE  PC73  plasmid  complete  genome	31555	59.9714783711
FP340277.1	Xanthomonas  albilineans  str.  GPE  PC73  plasmid  complete  genome	27212	57.3423489637
CP020858.1	Lactobacillus  salivarius  strain  ZLS006  complete  genome	1893327	33.3961856563
CP020859.1	Lactobacillus  salivarius  strain  ZLS006  plasmid  unnamed1  complete  sequence	264403	31.8010763872
CP020860.1	Lactobacillus  salivarius  strain  ZLS006  plasmid  unnamed2  complete  sequence	19851	33.8068611153
CP007682.1	Brucella  abortus  strain  BER  chromosome  1  complete  sequence	2125180	57.1517706735
CP007683.1	Brucella  abortus  strain  BER  chromosome  2  complete  sequence	1163338	57.3268473995
CP011179.1	Bordetella  pertussis  strain  F670  complete  genome	4103215	67.7095643294
CP017863.1	Campylobacter  jejuni  strain  IF1100  complete  genome	1744171	30.2294901131
CP017864.1	Campylobacter  jejuni  strain  IF1100  plasmid  pCJDM100  complete  sequence	5209	28.6811288155
CP012192.1	Burkholderia  sp.  HB1  chromosome  1  complete  sequence	4081670	63.1503036747
CP012193.1	Burkholderia  sp.  HB1  complete  sequence	3124497	62.6266563866
AE004439.1	Pasteurella  multocida  subsp.  multocida  str.  Pm70  complete  genome	2257487	40.4048838376
CP012914.1	Azospirillum  brasilense  strain  Sp7  complete  sequence	3005726	68.2105754151
CP012915.1	Azospirillum  brasilense  strain  Sp7  plasmid  ABSP7_p1  complete  sequence	1754523	68.5032342124
CP012916.1	Azospirillum  brasilense  strain  Sp7  plasmid  ABSP7_p2  complete  sequence	819020	68.6104124441
CP012917.1	Azospirillum  brasilense  strain  Sp7  plasmid  ABSP7_p3  complete  sequence	645064	69.030669825
CP012918.1	Azospirillum  brasilense  strain  Sp7  plasmid  ABSP7_p4  complete  sequence	206714	65.8416943216
CP012919.1	Azospirillum  brasilense  strain  Sp7  plasmid  ABSP7_p5  complete  sequence	156480	67.4086145194
CP020450.1	Streptococcus  gordonii  strain  FDAARGOS_257  complete  genome	2222466	40.4185260877
CP012390.1	Corynebacteriales  bacterium  X1698  complete  genome	1915154	58.611735662
CP010196.1	Escherichia  coli  strain  M9  complete  genome	5145749	50.5153282836
CP010197.1	Escherichia  coli  strain  M9  plasmid  A  complete  genome	146524	49.0602222162
CP010198.1	Escherichia  coli  strain  M9  plasmid  B  complete  genome	6037	49.2297498758
CP010199.1	Escherichia  coli  strain  M9  plasmid  C  complete  genome	6039	45.1399238284
CP016761.1	Fictibacillus  arsenicus  strain  G25-54  complete  genome	4055461	39.676105873
AE017042.1	Yersinia  pestis  biovar  Microtus  str.  91001  complete  genome	4595065	47.6500767671
AE017043.1	Yersinia  pestis  biovar  Microtus  str.  91001  plasmid  pCD1  complete  sequence	70159	44.8467053407
AE017044.1	Yersinia  pestis  biovar  Microtus  str.  91001  plasmid  pCRY  complete  sequence	21742	49.0663232453
AE017045.1	Yersinia  pestis  biovar  Microtus  str.  91001  plasmid  pMT1  complete  sequence	106642	50.3113219932
AE017046.1	Yersinia  pestis  biovar  Microtus  str.  91001  plasmid  pPCP1  complete  sequence	9609	45.2596524092
CP018410.1	Burkholderia  pseudomallei  strain  3000015237  chromosome  1  complete  sequence	4056450	67.7740388764
CP018411.1	Burkholderia  pseudomallei  strain  3000015237  chromosome  2  complete  sequence	3263237	68.1568025859
HE610506.1	Bacteriovorax  marinus  SJ  plasmid  pBMS1  complete  sequence	1973	36.1885453624
CP017080.1	Bacillus  muralis  strain  G25-68  complete  genome	4919373	42.3791405937
CP017081.1	Bacillus  muralis  strain  G25-68  plasmid  pG25-68  complete  sequence	87645	35.141765075
CP009351.1	Bacillus  thuringiensis  HD1002  complete  genome	5491311	35.2506896805
CP009349.1	Bacillus  thuringiensis  HD1002  plasmid  1  complete  sequence	359439	32.3192530582
CP009348.1	Bacillus  thuringiensis  HD1002  plasmid  2  complete  sequence	349602	33.3519259043
CP009347.1	Bacillus  thuringiensis  HD1002  plasmid  3  complete  sequence	235425	36.5882977594
CP009350.1	Bacillus  thuringiensis  HD1002  plasmid  4  complete  sequence	107443	33.830030807
CP009346.1	Bacillus  thuringiensis  HD1002  plasmid  5  complete  sequence	14961	39.709912439
CP009345.1	Bacillus  thuringiensis  HD1002  plasmid  6  complete  sequence	7697	35.2604911004
CP009344.1	Bacillus  thuringiensis  HD1002  plasmid  7  complete  sequence	6824	35.9906213365
CP013871.1	Bordetella  pertussis  strain  F657  complete  genome	4104234	67.7086394197
CP017656.1	Acinetobacter  baumannii  strain  KAB08  complete  genome	3973763	39.0350657551
CP017657.1	Acinetobacter  baumannii  strain  KAB08  plasmid  complete  sequence	101406	34.6034751395
CP006245.1	Pseudomonas  aeruginosa  RP73  complete  genome	6342034	66.4610596537
CP011095.1	Corynebacterium  ulcerans  strain  131002  complete  genome	2434569	53.3764703321
BX248353.1	Corynebacterium  diphtheriae  NCTC  13129  complete  genome	2488635	53.4785133216
CP009268.1	Clostridium  pasteurianum  DSM  525  =  ATCC  6013  complete  genome	4352101	29.9365524835
CP013630.1	Rhizobium  sp.  N324  complete  genome	4640005	61.7135326363
CP013631.1	Rhizobium  sp.  N324  plasmid  pRspN324a  complete  sequence	305839	62.1866406835
CP013632.1	Rhizobium  sp.  N324  plasmid  pRspN324b  complete  sequence	407833	60.994328561
CP013633.1	Rhizobium  sp.  N324  plasmid  pRspN324c  complete  sequence	447145	57.9118630422
CP013634.1	Rhizobium  sp.  N324  plasmid  pRspN324d  complete  sequence	504141	62.0324472717
CP013635.1	Rhizobium  sp.  N324  plasmid  pRspN324e  complete  sequence	667630	61.3619819361
BA000022.2	Synechocystis  sp.  PCC  6803  DNA  complete  genome	3573470	47.7202551022
AP004311.1	Synechocystis  sp.  PCC  6803  plasmid  pSYSA  DNA  complete  genome	103307	44.4790769261
AP004312.1	Synechocystis  sp.  PCC  6803  plasmid  pSYSG  DNA  complete  genome	44343	48.6187222335
AP004310.1	Synechocystis  sp.  PCC  6803  plasmid  pSYSM  DNA  complete  genome	119895	42.9500813212
AP006585.1	Synechocystis  sp.  PCC  6803  plasmid  pSYSX  DNA  complete  sequence	106004	42.7153692313
CP015068.2	Elizabethkingia  anophelis  strain  CSID_3015183681  complete  genome	3931222	35.7648334284
CP006619.1	Mannheimia  haemolytica  USMARC_2286  complete  genome	2658507	41.0629349481
CP004360.1	Gluconacetobacter  xylinus  E25  complete  genome	3447725	62.6421770878
CP004361.1	Gluconacetobacter  xylinus  E25  plasmid  pGX1  complete  sequence	5531	55.7584523594
CP004362.1	Gluconacetobacter  xylinus  E25  plasmid  pGX2  complete  sequence	2216	56.9945848375
CP004363.1	Gluconacetobacter  xylinus  E25  plasmid  pGX3  complete  sequence	26296	59.0203833283
CP004364.1	Gluconacetobacter  xylinus  E25  plasmid  pGX4  complete  sequence	87176	59.2158392218
CP004365.1	Gluconacetobacter  xylinus  E25  plasmid  pGX5  complete  sequence	336138	58.0493725791
CP000962.1	Clostridium  botulinum  A3  str.  Loch  Maree  complete  genome	3992906	28.310859309
CP000963.1	Clostridium  botulinum  A3  str.  Loch  Maree  plasmid  pCLK  complete  sequence	266785	25.6359990254
CP016561.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  strain  A3ES40  complete  genome	4751226	52.191834276
CP016562.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  strain  A3ES40  plasmid  pA3ES40_37  complete  sequence	37697	41.1783431042
CP000435.1	Synechococcus  sp.  CC9311  complete  genome	2606748	52.4473405178
CP015769.1	Bordetella  pertussis  strain  VA-145  complete  genome	4116920	67.7063192872
CP003077.1	Corynebacterium  pseudotuberculosis  316  complete  genome	2310415	52.1492459147
CT971583.1	Synechococcus  WH7803  complete  genome  sequence	2366980	60.2360391723
CP020690.1	Mycoplasma  pneumoniae  strain  FH-tet-R  complete  genome	816378	40.0073250382
CP014954.1	Mycobacterium  abscessus  strain  FLAC008  complete  genome	5166100	64.1380344941
CP001684.1	Slackia  heliotrinireducens  DSM  20476  complete  genome	3165038	60.2115993552
CP000542.1	Verminephrobacter  eiseniae  EF01-2  complete  genome	5566749	65.2790883871
CP000543.1	Verminephrobacter  eiseniae  EF01-2  plasmid  pVEIS01  complete  sequence	31194	58.6074245047
CP015189.1	Corynebacterium  pseudotuberculosis  strain  43  complete  genome	2365075	52.0980518588
CP013137.1	Staphylococcus  aureus  strain  XQ  complete  genome	2803594	32.8144160674
CP003967.2	Acinetobacter  baumannii  D1279779  complete  genome	3704284	38.9954441938
CP003968.1	Acinetobacter  baumannii  D1279779  plasmid  pD1279779  complete  sequence	7416	32.5916936354
FN995097.1	Neisseria  lactamica  020-06  complete  genome	2220606	52.2750096145
CP002284.1	Vibrio  anguillarum  775  chromosome  I  complete  sequence	3063912	44.6477248694
CP002285.1	Vibrio  anguillarum  775  chromosome  II  complete  sequence	988135	44.0900281844
CP016014.1	Salmonella  enterica  subsp.  enterica  serovar  Newport  strain  CFSAN003387  complete  genome	4746969	52.1825400587
CP010845.1	Bordetella  pertussis  strain  H561  complete  genome	4073006	67.726342657
CP014207.1	Pantoea  ananatis  strain  R100  complete  genome	4526803	53.7299944354
CP014208.1	Pantoea  ananatis  strain  R100  plasmid  complete  sequence	331058	52.1793764235
CP013861.1	Pseudomonas  fragi  strain  P121  complete  genome	5101809	58.6330064493
CP009761.1	Parvimonas  micra  strain  KCOM  1535  complete  genome	1627009	28.6134250026
CP021528.1	Lactobacillus  plantarum  subsp.  plantarum  isolate  SRCM100434  complete  genome	3223596	44.5991991552
CP015516.1	Enterococcus  hirae  strain  R17  complete  genome	2886481	36.9573193103
CP015517.1	Enterococcus  hirae  strain  R17  plasmid  complete  sequence	73574	35.5737081034
CP018788.1	Campylobacter  sp.  NCTC  13003  complete  genome	1593985	33.6392124142
CP007204.1	Riemerella  anatipestifer  Yb2  complete  genome	2184066	35.0059476225
CP000580.1	Mycobacterium  sp.  JLS  complete  genome	6048425	68.3564233664
CP001928.1	Waddlia  chondrophila  WSU  86-1044  complete  genome	2116312	43.7801704097
CP001929.1	Waddlia  chondrophila  WSU  86-1044  plasmid  pWc  complete  sequence	15593	37.6130314885
CP002881.1	Pseudomonas  stutzeri  strain  CGMCC  1.1803  complete  genome	4547930	63.92842458
CP003342.1	Rickettsia  rhipicephali  str.  3-7-female6-CWPP  complete  genome	1290368	32.4056393215
CP003343.1	Rickettsia  rhipicephali  str.  3-7-female6-CWPP  plasmid  pMCC_1  complete  sequence	15099	31.445791112
CP018295.1	Bacillus  subtilis  strain  J-5  complete  genome	4117900	46.111634571
CP017342.1	Mycoplasma  pneumoniae  strain  CO3  complete  genome	818772	39.9738877245
AM039952.1	Xanthomonas  campestris  pv.  vesicatoria  complete  genome	5178466	64.7483443939
AM039951.1	Xanthomonas  campestris  pv.  vesicatoria  plasmid  pXCV183  complete  genome	182572	60.4928466578
AM039949.1	Xanthomonas  campestris  pv.  vesicatoria  plasmid  pXCV19  complete  genome	19146	59.7618301473
AM039950.1	Xanthomonas  campestris  pv.  vesicatoria  plasmid  pXCV38  complete  genome	38116	60.7330255011
CP011859.1	Riemerella  anatipestifer  strain  HXb2  complete  genome	2425237	34.9684999858
CP001978.1	Marinobacter  adhaerens  HP15  complete  genome	4421911	57.1400238494
CP001980.1	Marinobacter  adhaerens  HP15  plasmid  pHP-187  complete  sequence	187465	50.9956525218
CP001979.1	Marinobacter  adhaerens  HP15  plasmid  pHP-42  complete  sequence	42349	53.5644289121
CP004381.1	Burkholderia  thailandensis  E254  chromosome  1  complete  sequence	3805980	67.3226081062
CP004382.1	Burkholderia  thailandensis  E254  chromosome  2  complete  sequence	2870750	68.1852129235
AP008981.1	Orientia  tsutsugamushi  str.  Ikeda  DNA  complete  genome	2008987	30.5137863013
AP006840.1	Symbiobacterium  thermophilum  IAM  14863  DNA  complete  genome	3566135	68.6684043089
AP010904.1	Desulfovibrio  magneticus  RS-1  DNA  complete  genome	5248049	62.7694215508
AP010905.1	Desulfovibrio  magneticus  RS-1  plasmid  pDMC1  DNA  complete  genome	58704	58.0250068138
AP010906.1	Desulfovibrio  magneticus  RS-1  plasmid  pDMC2  DNA  complete  genome	8867	37.1715349047
BA000037.2	Vibrio  vulnificus  YJ016  DNA  chromosome  I  complete  sequence	3354505	46.4113483211
BA000038.2	Vibrio  vulnificus  YJ016  DNA  chromosome  II  complete  sequence	1857073	47.2141375164
AP005352.1	Vibrio  vulnificus  YJ016  plasmid  pYJ016  DNA  complete  genome	48508	44.9266100437
CP011004.1	Listeria  monocytogenes  strain  N2306  complete  genome	2911639	38.0630291049
CP007483.2	Salmonella  enterica  subsp.  enterica  serovar  Anatum  str.  USDA-ARS-USMARC-1175  complete  genome	4731596	52.1696695999
CP002824.1	Enterobacter  aerogenes  KCTC  2190  complete  genome	5280350	54.8470840001
CP006574.1	Mannheimia  haemolytica  D174  complete  genome	2702201	41.0745166625
AP011149.1	Acetobacter  pasteurianus  IFO  3283-26  DNA  complete  genome	2907309	53.0376028141
AP011150.1	Acetobacter  pasteurianus  IFO  3283-26  plasmid  pAPA26-013  DNA  complete  genome	191419	53.3661757715
AP011151.1	Acetobacter  pasteurianus  IFO  3283-26  plasmid  pAPA26-020  DNA  complete  genome	182940	53.4967748989
AP011152.1	Acetobacter  pasteurianus  IFO  3283-26  plasmid  pAPA26-030  DNA  complete  genome	49961	53.8820279818
AP011153.1	Acetobacter  pasteurianus  IFO  3283-26  plasmid  pAPA26-040  DNA  complete  genome	3204	53.7453183521
AP011154.1	Acetobacter  pasteurianus  IFO  3283-26  plasmid  pAPA26-050  DNA  complete  genome	3035	55.7825370675
AP011155.1	Acetobacter  pasteurianus  IFO  3283-26  plasmid  pAPA26-060  DNA  complete  genome	1815	58.5674931129
CP002395.1	Asticcacaulis  excentricus  CB  48  chromosome  1  complete  sequence	2588221	59.1808813853
CP002396.1	Asticcacaulis  excentricus  CB  48  chromosome  2  complete  sequence	1315949	60.3692848279
CP002397.1	Asticcacaulis  excentricus  CB  48  plasmid  pASTEX01  complete  sequence	244260	59.8124948825
CP002398.1	Asticcacaulis  excentricus  CB  48  plasmid  pASTEX02  complete  sequence	160346	57.2580544572
CP015079.1	Nocardioides  dokdonensis  FR1436  complete  genome	4376707	72.2558535447
CP002876.1	Nitrosomonas  sp.  Is79A3  complete  genome	3783444	45.443067216
CP011216.1	Bacterium  GW2011_GWA1_50_15  complete  genome	602646	51.8291003342
CP018808.1	Histophilus  somni  strain  USDA-ARS-USMARC-63374  complete  genome	2183430	37.3867263892
CP014017.1	Serratia  liquefaciens  strain  FDAARGOS_125  complete  genome	5284595	55.3299354066
CP010440.1	Escherichia  coli  K-12  strain  ER3476  complete  genome	4621164	50.7889787075
CP015399.2	Lachnoclostridium  sp.  YL32  complete  genome	7225339	48.1461977078
CP013922.1	Staphylococcus  xylosus  strain  S170  complete  genome	2910005	32.9743076043
CP019903.1	Escherichia  coli  strain  MDR_56  complete  genome	4978170	50.817328456
CP019908.1	Escherichia  coli  strain  MDR_56  plasmid  pMCR1-NY  complete  sequence	33304	41.8418208023
CP019904.1	Escherichia  coli  strain  MDR_56  plasmid  unnamed1  complete  sequence	108340	52.0500276906
CP019907.1	Escherichia  coli  strain  MDR_56  plasmid  unnamed2  complete  sequence	20225	49.7206427689
CP019909.1	Escherichia  coli  strain  MDR_56  plasmid  unnamed3  complete  sequence	85009	50.2358573798
CP019910.1	Escherichia  coli  strain  MDR_56  plasmid  unnamed4  complete  sequence	68786	52.6429796761
CP019906.1	Escherichia  coli  strain  MDR_56  plasmid  unnamed5  complete  sequence	29168	51.1210916072
CP019905.1	Escherichia  coli  strain  MDR_56  plasmid  unnamed6  complete  sequence	142304	50.8123454014
CP014065.1	Achromobacter  xylosoxidans  strain  FDAARGOS_162  complete  genome	6545536	67.5567287385
CP014066.1	Achromobacter  xylosoxidans  strain  FDAARGOS_162  plasmid  complete  sequence	18395	64.1533025279
CP009230.1	Aggregatibacter  aphrophilus  NJ8700  complete  genome	2313256	42.2306048271
CP003504.1	Enterococcus  hirae  ATCC  9790  complete  genome	2827741	36.9368340311
HQ724512.1	Enterococcus  hirae  ATCC  9790  plasmid  pTG9790  complete  sequence	28699	33.2729363392
