ID	Description	Length	GC
CP016338.1	Bordetella  pertussis  strain  B202  complete  genome	4128979	67.7184844001
CP000514.1	Marinobacter  aquaeolei  VT8  complete  genome	4326849	57.2721396101
CP006596.1	Listeria  monocytogenes  strain  J1-108  complete  genome	2981886	37.9802581319
CP013773.1	Piscirickettsia  salmonis  strain  PM37984A  complete  genome	3046533	39.7395662545
CP013107.1	Sinorhizobium  americanum  strain  CFNEI  73  complete  genome	3764724	62.9691578984
CP010260.1	Bordetella  pertussis  strain  I521  complete  genome	4104288	67.7088693581
CP016667.1	Neisseria  meningitidis  strain  M27559  complete  genome	2173745	51.7343570658
AP010958.1	Escherichia  coli  O103:H2  str.  12009  DNA  complete  genome	5449314	50.6551650355
CP019943.1	Candidatus  Carsonella  ruddii  strain  BC  complete  genome	173802	14.8082300549
CP009494.1	Mycobacterium  smegmatis  str.  MC2  155  complete  genome	6988269	67.4030006572
HE956757.1	Methylocystis  sp.  SC2  complete  genome	3773444	63.3548026683
CP007512.1	Bacillus  bombysepticus  str.  Wang  complete  genome	5295783	35.2524640832
CP013880.1	Bordetella  pertussis  strain  H540  complete  genome	4105291	67.7081843894
CP012504.1	Aeromonas  veronii  strain  TH0426  complete  genome	4923009	58.2628835332
CP003493.1	Propionibacterium  acidipropionici  ATCC  4875  complete  genome	3656170	68.7736620562
CP002767.1	Shewanella  baltica  BA175  complete  genome	5066051	46.1917971217
CP018421.1	Acinetobacter  baumannii  strain  XDR-BJ83  complete  genome	4011552	38.9983976277
AP012276.1	Synechocystis  sp.  PCC  6803  substr.  GT-I  DNA  complete  genome	3570004	47.735436711
CP006602.1	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  str.  08-1736  complete  genome	4822189	52.2492378461
CP003752.1	Bacillus  thuringiensis  HD-771  complete  genome	5886036	35.1646676983
CP015927.1	Legionella  pneumophila  strain  Philadelphia_1_ATCC  complete  genome	3447085	38.3469801296
CP021509.1	Acetobacter  pasteurianus  subsp.  pasteurianus  strain  SRCM101342  complete  genome	2754755	53.0974986886
CP002634.1	Bacillus  amyloliquefaciens  LL3  complete  genome	3995227	45.7053879542
CP000503.1	Shewanella  sp.  W3-18-1  complete  genome	4708380	44.6332708915
AP006628.2	Onion  yellows  phytoplasma  OY-M  DNA  complete  genome	853092	27.7598430181
CP002681.1	Chlamydia  trachomatis  RC-J/971  complete  genome	1038442	41.3269108915
CP018475.1	Xanthomonas  perforans  strain  LH3  complete  genome	4969893	64.8683180906
CP015726.1	Streptomyces  sp.  RTd22  complete  genome	11142275	71.2792046508
CP014671.1	Immundisolibacter  cernigliae  strain  TR3.2  complete  genome	3243537	67.7928754936
HG965802.1	Bartonella  henselae  strain  BM1374163  complete  genome	1905383	38.1753169835
CP018143.1	Acinetobacter  baumannii  strain  HRAB-85  complete  genome	4021072	39.0675919257
CP002549.1	Chlamydophila  psittaci  6BC  complete  genome	1171660	39.0619292286
CP002606.1	Hippea  maritima  DSM  10411  complete  genome	1694430	37.4742538789
CP006888.1	Helicobacter  pylori  BM012A  complete  genome	1660425	38.8756493067
BA000028.3	Oceanobacillus  iheyensis  HTE831  DNA  complete  genome	3630528	35.6813113685
CP007595.1	Arthrobacter  sp.  PAMC25486  complete  genome	4593579	62.7879045947
CP011501.1	Pandoraea  apista  strain  AU2161  complete  genome	5574863	62.6465618976
CP000792.2	Campylobacter  concisus  13826  complete  genome	2052007	39.428959063
CP012009.1	Leuconostoc  mesenteroides  subsp.  dextranicum  strain  DSM  20484  complete  genome	1818633	38.0016748844
CP008859.2	Pseudomonas  aeruginosa  strain  H5708  complete  genome	6334378	66.5131604082
CP002522.2	Acinetobacter  baumannii  TCDC-AB0715  complete  genome	4138388	39.0234071817
AP011541.2	Bacillus  subtilis  subsp.  natto  BEST195  DNA  complete  genome	4105380	43.4994568103
CP019768.1	Corynebacterium  pseudotuberculosis  strain  phoP  complete  genome	2339296	52.1896758683
CP019590.1	Staphylococcus  aureus  strain  C2406  complete  genome	2878854	32.7811691736
CP001846.1	Escherichia  coli  O55:H7  str.  CB9615  complete  genome	5386352	50.5230627334
CP021479.1	Lactobacillus  brevis  strain  SRCM101174  complete  genome	2411324	46.0479802797
CP003800.1	Streptococcus  constellatus  subsp.  pharyngis  C232  complete  genome	1935414	38.1823217151
CP007530.1	Salmonella  enterica  subsp.  enterica  serovar  Montevideo  str.  507440-20  complete  genome	4694375	52.2091226202
CP016657.1	Neisseria  meningitidis  strain  M22745  complete  genome	2163399	51.7736210473
CP014842.1	Bacillus  licheniformis  strain  SCDB  14  complete  genome	4136986	46.2659530392
CP008871.2	Pseudomonas  aeruginosa  strain  W45909  complete  genome	6777566	66.238927072
CP011966.2	Clostridium  beijerinckii  NRRL  B-598  complete  genome	6186879	29.8234376331
CP017871.1	Campylobacter  coli  strain  BP3183  complete  genome	1695360	31.3326963005
CP011695.1	Bordetella  pertussis  strain  H437  complete  genome	4105342	67.7074894126
CP000438.1	Pseudomonas  aeruginosa  UCBPP-PA14  complete  genome	6537648	66.2922047807
CP004373.1	Gluconobacter  oxydans  DSM  3504  complete  genome	2882437	61.027144739
CP002304.1	Halanaerobium  hydrogeniformans  complete  genome	2613117	33.1613548111
CP017339.1	Mycoplasma  pneumoniae  strain  519  complete  genome	818735	39.9745949544
CP014196.1	Arthrobacter  sp.  ATCC  21022  complete  genome	4434904	63.408881004
CP014912.1	Lactobacillus  paracollinoides  strain  TMW  1.1979  complete  genome	3235324	47.1636534703
CP011750.1	Bordetella  pertussis  strain  I978  complete  genome	4110591	67.7029166852
CP001751.1	Candidatus  Puniceispirillum  marinum  IMCC1322  complete  genome	2753527	48.8537065371
CP000412.1	Lactobacillus  delbrueckii  subsp.  bulgaricus  ATCC  BAA-365  complete  genome	1856951	49.6863406735
CU928160.2	Escherichia  coli  IAI1  chromosome  complete  genome	4700560	50.7936713923
CP016660.1	Neisseria  meningitidis  strain  M22804  complete  genome	2174791	51.6466179969
CP006859.1	Listeria  monocytogenes  serotype  1/2a  str.  08-6997  complete  genome	3032624	37.9562715325
CP010160.1	Escherichia  coli  strain  H1  complete  genome	4818512	50.8959197362
CP002903.1	Spirochaeta  thermophila  DSM  6578  complete  genome	2560222	60.9183109902
CP020882.1	Xanthomonas  citri  subsp.  citri  strain  TX160042  complete  genome	5330822	64.7043926809
CP010411.1	Bifidobacterium  longum  subsp.  infantis  strain  BT1  complete  genome	2578115	59.3902521804
CP013289.1	Listeria  monocytogenes  strain  WSLC  1047  complete  genome	2950749	37.9932010483
AP009049.1	Clostridium  kluyveri  NBRC  12016  DNA  complete  genome	3896121	31.9936418812
HE579069.1	Staphylococcus  aureus  subsp.  aureus  ST228  complete  genome  isolate  18341	2759473	32.8517800319
CP010506.1	Campylobacter  jejuni  strain  CJ677CC527  complete  genome	1643938	30.2935390507
CP014867.1	Pseudomonas  chlororaphis  isolate  189  complete  genome	6837781	62.7381017321
CP001841.1	Treponema  azotonutricium  ZAS-9  complete  genome	3855671	49.7975060631
CP005491.3	Helicobacter  pylori  UM299  complete  genome	1594569	38.8188281598
CP002608.1	Chlamydophila  pecorum  E58  complete  genome	1106197	41.0760470332
AP014821.1	Geminocystis  sp.  NIES-3709  DNA  complete  genome	4150181	33.3448107444
CP010489.1	Campylobacter  jejuni  strain  CJ677CC530  complete  genome	1649284	30.3414693891
CP011883.2	Mycobacterium  haemophilum  DSM  44634  strain  ATCC  29548  complete  genome	4235765	63.9479999481
CP007141.1	Thermotoga  hypogea  DSM  11164  complete  genome	2165416	49.4730804612
CP000444.1	Shewanella  sp.  MR-7  complete  genome	4792610	47.8658184163
CP013290.1	Janibacter  terrae  strain  YFY001  complete  genome	3401189	71.2448793642
CP001063.1	Shigella  boydii  CDC  3083-94  complete  genome	4615997	51.3327456669
CP016393.1	Lactobacillus  delbrueckii  subsp.  bulgaricus  strain  ND04  complete  genome	1861754	49.6047275848
AE015451.2	Pseudomonas  putida  KT2440  complete  genome	6181873	61.5240235443
CP017969.1	Pseudomonas  aeruginosa  isolate  B10W  complete  genome	6723378	66.1774483005
CP005965.1	Bacillus  paralicheniformis  ATCC  9945a  complete  genome	4376305	45.9226676386
CP019779.1	Streptomyces  sp.  MOE7  complete  genome	8399509	71.992910538
CP002865.1	Zymomonas  mobilis  subsp.  pomaceae  ATCC  29192  complete  genome	1989865	44.094498873
CP001048.1	Yersinia  pseudotuberculosis  PB1/+  complete  genome	4695619	47.5288561529
CP000243.1	Escherichia  coli  UTI89  complete  genome	5065741	50.6041860411
CP003398.1	Rickettsia  typhi  str.  B9991CWPP  complete  genome	1112957	28.92016493
CP013213.1	Erysipelothrix  larvae  strain  LV19  complete  genome	2495108	37.4331692255
HG514499.1	Bacillus  amyloliquefaciens  subsp.  plantarum  NAU-B3  complete  genome	4196170	45.9908440316
CP010449.1	Streptococcus  pyogenes  strain  NGAS322  complete  genome	1950469	38.3228854188
CP021383.1	Cellulosimicrobium  cellulans  strain  PSBB019  complete  genome	4799856	74.1445160021
CP014281.1	Mycoplasma  canis  PG  14  complete  genome	897443	27.2166588853
CP013086.1	Bordetella  pertussis  strain  H730  complete  genome	4102201	67.7104071692
CP002205.1	Sulfurimonas  autotrophica  DSM  16294  complete  genome	2153198	35.23577488
CP015294.1	Chlamydia  trachomatis  strain  E-103  complete  genome	1043019	41.3067259561
CP009091.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  strain  OLF-SE9-10012  complete  genome	4671261	52.0958901676
CP011657.1	Citrobacter  freundii  strain  CAV1741  complete  genome	5029496	51.7372913707
CP018091.1	Synechococcus  sp.  SynAce01  complete  genome	2750634	63.9157008893
CP012155.1	Bacteroidetes  bacterium  UKL13-3  complete  genome	3236529	37.3337300546
CP019623.1	Listeria  monocytogenes  strain  10-092876-1763  LM10  complete  genome	2940913	37.9098259622
CP015376.1	Anaplasma  phagocytophilum  str.  Norway  variant2  complete  genome	1545197	41.7470393743
CP017594.1	Mycobacterium  tuberculosis  strain  Beijing-like/36918  complete  genome	4441591	65.6122997367
CP004047.1	Corynebacterium  glutamicum  SCgG1  complete  genome	3350620	53.9321677779
CP000230.1	Rhodospirillum  rubrum  ATCC  11170  complete  genome	4352825	65.4479562123
CP019605.1	Tessaracoccus  flavus  strain  RP1T  complete  genome	3222890	67.9287533859
CP009025.1	Xanthomonas  citri  subsp.  citri  strain  BL18  complete  genome	5175550	64.7718599956
CP003309.1	Rickettsia  rickettsii  str.  Hino  complete  genome	1269837	32.4538503761
CP007149.1	Escherichia  coli  RS218  complete  genome	5087638	50.6477072465
CP018756.1	Stenotrophomonas  maltophilia  strain  AA1  complete  genome	4663337	67.3783601743
CP015300.1	Chlamydia  trachomatis  strain  E-8873  complete  genome	1042717	41.309386919
CP006849.1	Mycoplasma  hyorhinis  DBS  1050  complete  genome	837447	25.9077887914
CP013129.1	Streptomyces  venezuelae  strain  ATCC  15439  complete  genome	9054831	71.7442655749
CP013263.1	Corynebacterium  pseudotuberculosis  strain  MB66  complete  genome	2372202	52.0977977424
CP002422.1	Neisseria  meningitidis  M01-240355  complete  genome	2287777	51.4988567505
CP001707.1	Kangiella  koreensis  DSM  16069  complete  genome	2852073	43.6871005756
CP019595.1	Staphylococcus  aureus  strain  GD1677  complete  genome	2813235	32.9213521089
CP019352.1	Lacinutrix  venerupis  strain  DOK2-8  complete  genome	3192399	30.5505984684
CP020873.1	Prosthecochloris  sp.  HL-130-GSB  complete  genome	2414726	52.0409769059
CP015136.1	Acidobacteria  bacterium  DSM  100886  complete  genome	7480314	67.2214428432
CP017116.1	Erysipelothrix  rhusiopathiae  strain  WH13013  complete  genome	1778058	36.4904856872
CP003324.1	Mycobacterium  intracellulare  MOTT-64  complete  genome	5501090	68.0747633651
CP008852.1	Pelosinus  sp.  UFO1  complete  genome	5115410	38.6775449084
CP017953.1	Bacillus  amyloliquefaciens  strain  Y14  complete  genome	3957164	46.4402031354
CP017967.2	Paenibacillus  polymyxa  strain  YC0136  complete  genome	5621728	45.7431416106
CP020053.1	Enterobacter  cloacae  strain  AR_0065  complete  genome	4825100	55.4174835755
CP016318.1	Clostridioides  difficile  strain  630  delta  erm  complete  genome	4293048	29.0814824339
CP000608.1	Francisella  tularensis  subsp.  tularensis  WY96-3418  complete  genome	1898476	32.2686196718
CP002982.1	Helicobacter  pylori  Puno135  complete  genome	1646139	38.8231491994
CP018153.1	Gramella  sp.  LPB0144  complete  genome	2978889	38.1594950332
CP003614.1	Oscillatoria  nigro-viridis  PCC  7112  complete  genome	7479014	45.8676504684
CP006365.1	Corynebacterium  argentoratense  DSM  44202  complete  genome	2031902	58.9007245428
CP013236.1	Collimonas  pratensis  strain  Ter291  complete  genome	5585899	58.995051647
CP014204.1	Clostridium  baratii  strain  CDC51267  complete  genome	3091050	28.3913233367
FR821777.2	Staphylococcus  argenteus  MSHR1132  complete  genome  sequence	2762785	32.3884051781
CP003500.1	Acinetobacter  baumannii  MDR-TJ  complete  genome	3964912	39.1146890524
AP014624.1	Chryseobacterium  sp.  StRB126  DNA  complete  genome	5503743	35.5917418382
CP015600.1	Pseudomonas  antarctica  strain  PAMC  27494  complete  genome	6441449	59.8465190053
CP003124.1	Bartonella  vinsonii  subsp.  berkhoffii  str.  Winnie  complete  genome	1802699	38.8306089924
AP012323.1	Bifidobacterium  bifidum  ATCC  29521  =  JCM  1255  =  DSM  20456  DNA  complete  genome	2211039	62.6648828899
CP010261.1	Bordetella  pertussis  strain  I538  complete  genome	4107716	67.7070177198
CP011344.1	Citromicrobium  sp.  JL477  complete  genome	3258499	65.0341767789
CP012976.1	Staphylococcus  aureus  strain  ST20130942  complete  genome	2749822	32.8200879911
CP009974.1	Pseudomonas  putida  S12  complete  genome	5798534	61.8003447078
CP002557.1	Francisella  cf.  novicida  Fx1  complete  genome	1913619	32.5367797874
CP011215.1	Parcubacteria  (Campbellbacteria)  bacterium  GW2011_OD1_34_28  complete  genome	752630	34.7822967461
CP016391.1	Streptococcus  agalactiae  strain  FWL1402  complete  genome	2090292	35.4379196782
CP009228.1	Treponema  putidum  strain  OMZ  758  complete  genome	2796913	37.2982999471
CP000679.1	Caldicellulosiruptor  saccharolyticus  DSM  8903  complete  genome	2970275	35.2540758011
CP017125.1	Mycoplasma  capricolum  subsp.  capripneumoniae  M1601  complete  genome	1016707	23.672208414
CP002905.1	Bacillus  subtilis  subsp.  spizizenii  TU-B-10  complete  genome	4207222	43.8234778198
CP014528.1	Acinetobacter  baumannii  strain  XH858  complete  genome	4172609	38.8911829505
AP013042.1	Endosymbiont  of  Bathymodiolus  septemdierum  str.  Myojin  knoll  DNA  complete  genome	1469434	38.7431487226
CP019047.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  RJA166  complete  genome	5348368	57.5896796929
CP000826.1	Serratia  proteamaculans  568  complete  genome	5448853	55.0735907172
CP012382.1	Streptomyces  ambofaciens  ATCC  23877  complete  genome	8303940	72.2202352136
AP009333.1	Lactococcus  garvieae  Lg2  DNA  complete  genome	1963964	38.7670038758
CP017762.1	Virgibacillus  sp.  6R  complete  genome	4749385	37.3275487247
AP009493.1	Streptomyces  griseus  subsp.  griseus  NBRC  13350  DNA  complete  genome	8545929	72.2274079272
CP015224.1	Lysinibacillus  sphaericus  strain  2362  complete  genome	4692801	37.3117888442
CP013621.1	Staphylococcus  aureus  strain  RIVM3897  complete  genome	2894543	32.9885581247
AE016822.1	Leifsonia  xyli  subsp.  xyli  str.  CTCB07  complete  genome	2584158	67.676047672
CP001708.1	Anaerococcus  prevotii  DSM  20548  complete  genome	1883067	36.0687644146
CP013338.1	Raoultella  ornithinolytica  strain  Yangling  I2  complete  genome	5492557	55.6625811985
CP012908.1	Ketogulonicigenium  vulgare  strain  Hbe602  complete  genome	2765686	61.6915658538
CP002446.1	Pseudoxanthomonas  suwonensis  11-1  complete  genome	3419049	70.2106930904
CP009248.1	Corynebacterium  sphenisci  DSM  44792  complete  genome	2594799	74.7296033334
CP002423.1	Neisseria  meningitidis  M04-240196  complete  genome	2250449	51.4048974227
CP004392.1	Pasteurella  multocida  OH1905  complete  genome	2271688	40.4466194301
CP007572.1	Streptococcus  agalactiae  strain  GBS6  complete  genome	2231475	35.7505685701
HG941718.1	Escherichia  coli  ST131  strain  EC958  chromosome  complete  genome	5109767	50.7709647035
CP000891.1	Shewanella  baltica  OS195  complete  genome	5347283	46.2833180888
CP004080.1	Dehalococcoides  mccartyi  BTF08  complete  genome	1452335	47.2845452323
AP012167.1	Lactobacillus  brevis  KB290  DNA  complete  genome	2395134	46.1162924496
CP005387.1	Mycobacterium  tuberculosis  EAI5/NITR206  complete  genome	4390306	65.6228973561
CP006955.1	Bibersteinia  trehalosi  USDA-ARS-USMARC-189  complete  genome	2454127	41.069308964
CP011382.1	Calothrix  sp.  336/3  complete  genome	6283267	41.0420247938
CP015192.1	Corynebacterium  pseudotuberculosis  strain  34  complete  genome	2403454	52.0781758253
CP017769.1	Myroides  sp.  ZB35  complete  genome	4065010	34.1342087719
CP016193.1	Mycobacterium  abscessus  strain  FLAC055  complete  genome	5331134	63.9611947477
CP001131.1	Anaeromyxobacter  sp.  K  complete  genome	5061632	74.8406837953
CP013939.1	Streptococcus  thermophilus  strain  S9  complete  genome	1787436	39.0989663406
CP007244.1	Bacillus  amyloliquefaciens  subsp.  plantarum  TrigoCor1448  complete  genome	3957904	46.5344788555
CP020828.1	Listeria  monocytogenes  strain  CFSAN022990  complete  genome	2953920	37.9243513704
CP010323.1	Bordetella  pertussis  137  complete  genome	4134593	67.7029395638
CP002980.1	Helicobacter  pylori  Puno120  complete  genome	1624979	38.9293646256
CP002547.1	Syntrophobotulus  glycolicus  DSM  8271  complete  genome	3406739	46.3501900204
CP015121.1	Acinetobacter  baumannii  strain  ab736  complete  genome	3980886	39.1715311617
CP001642.1	Mycobacterium  tuberculosis  CCDC5180  complete  genome	4405981	65.5932243012
CP002355.1	Sulfuricurvum  kujiense  DSM  16994  complete  genome	2574824	44.9942598018
CP011392.1	Dehalogenimonas  sp.  WBC-2  complete  genome	1725728	49.1869518255
CP010117.1	Escherichia  coli  strain  C2  complete  genome	4809836	50.7251390692
CP009554.1	Staphylococcus  aureus  subsp.  aureus  strain  FORC_001  complete  genome	2886017	32.8370207106
CP006842.1	Corynebacterium  glyciniphilum  AJ  3170  complete  genome	3509786	64.8165443705
CP020019.1	Staphylococcus  aureus  strain  08S00974  complete  genome	2802697	32.9485135211
CP003155.1	Sphaerochaeta  pleomorpha  str.  Grapes  complete  genome	3590853	46.197296297
CP009279.1	Paenibacillus  sp.  FSL  H7-0737  complete  genome	6765883	43.6866111932
CP018364.1	Klebsiella  pneumoniae  strain  Kp_Goe_62629  complete  genome	5423372	57.3646801289
CP015110.1	Acinetobacter  sp.  TGL-Y2  complete  genome	3383728	40.3796640865
CP020472.1	Shewanella  japonica  strain  KCTC  22435  complete  genome	4975677	40.8001363433
CP008934.1	Geobacillus  stearothermophilus  10  complete  genome	3654829	52.6492757938
CP010013.1	Helicobacter  pylori  strain  Hp238  complete  genome	1586473	38.7049763847
CP016378.1	Elizabethkingia  meningoseptica  strain  G4120  complete  genome	4004759	36.3853105767
CP019915.1	Halomonas  sp.  'Soap  Lake  #7'  complete  genome	4803686	52.7064633284
CP012015.1	Staphylococcus  aureus  subsp.  aureus  strain  Gv51  complete  genome	2987124	32.9084430375
CP003947.1	Cyanobacterium  aponinum  PCC  10605  complete  genome	4114099	34.9583225878
CP003222.2	Flavobacterium  columnare  ATCC  49512  complete  genome	3162432	31.4645184466
AE014133.2	Streptococcus  mutans  UA159  complete  genome	2032925	36.8286582141
CP009215.1	Corynebacterium  ureicelerivorans  strain  IMMIB  RIV-2301  complete  genome	2279990	65.0137062005
CP002885.1	Mycobacterium  tuberculosis  CCDC5180  complete  genome	4414346	65.6066606469
CP019176.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  str.  SARA35  complete  genome	4751206	52.191443604
CP010376.2	Enterobacter  hormaechei  subsp.  steigerwaltii  strain  34977  complete  genome	4897485	55.4084800668
CP011985.1	Klebsiella  pneumoniae  UHKPC07  complete  genome	5322270	57.4542817257
CP010344.1	Escherichia  coli  ECC-1470  complete  genome	4803751	50.7796095176
CP000139.1	Bacteroides  vulgatus  ATCC  8482  complete  genome	5163189	42.2014960134
HE804045.1	Saccharothrix  espanaensis  DSM  44229  complete  genome	9360653	72.1900598174
CP002983.1	Helicobacter  pylori  SNT49  complete  genome	1607577	38.9986296146
CP015645.1	Staphylococcus  aureus  strain  08-02119  complete  genome	2796894	32.8828336004
CP002077.1	Mycoplasma  pneumoniae  FH  complete  genome	811088	40.0036740773
CP019606.1	Tessaracoccus  sp.  NSG39  complete  genome	3934699	68.7843212403
CP016904.1	Ralstonia  solanacearum  strain  KACC10709  complete  genome	3462505	66.9771451594
CP012013.1	Staphylococcus  aureus  subsp.  aureus  strain  Be62  complete  genome	2998480	32.9105746912
CP011397.1	Listeria  monocytogenes  strain  CFSAN007956  complete  genome	2918170	37.9977520158
CP018791.1	Campylobacter  sp.  RM8964  complete  genome	1729336	32.1292102865
CP011168.1	Bordetella  pertussis  strain  C958  complete  genome	4100254	67.7110978978
CP011955.1	Xanthomonas  oryzae  pv.  oryzicola  strain  B8-12  complete  genome	4794316	64.0833645509
CP006713.1	Bifidobacterium  breve  JCM  7019  complete  genome	2359009	58.6429725363
CP018802.1	Histophilus  somni  strain  USDA-ARS-USMARC-63250  complete  genome	2110642	37.2189125394
CP006259.1	Streptomyces  collinus  Tu  365  complete  genome	8272925	72.6008757483
CP014356.1	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  strain  SO2  complete  genome	4916170	52.1690462291
CP014782.1	Shewanella  psychrophila  strain  WP2  complete  genome	6353406	44.3040787886
CP019403.1	Salmonella  enterica  subsp.  enterica  serovar  Apapa  str.  SA20060561  complete  genome	4801658	52.1659185223
CP003736.1	Streptococcus  suis  S735  complete  genome	1980887	41.3997365827
CP020350.1	Pectobacterium  carotovorum  subsp.  brasiliense  strain  SX309  complete  genome	4966299	52.1817353325
AP014583.1	Winogradskyella  sp.  PG-2  DNA  complete  genome	3811479	32.1776927014
CP016829.1	Corynebacterium  pseudotuberculosis  strain  MB20  complete  genome	2370901	52.0980420524
CP014340.1	Elizabethkingia  anophelis  strain  F3543  complete  genome	3974275	35.6285360223
CP007688.1	Listeria  monocytogenes  strain  L1846  complete  genome	2947477	37.9830614454
CP015877.1	Pseudomonas  aeruginosa  SJTD-1  complete  genome	6243825	66.5034333922
CP018301.1	Mycobacterium  tuberculosis  strain  I0002801-4  complete  genome	4376067	65.5859702331
CP000241.1	Helicobacter  pylori  HPAG1  complete  genome	1596366	39.0824535226
CP011288.1	Salmonella  enterica  subsp.  diarizonae  strain  11-01855  complete  genome	4779347	51.5050277789
CP009418.1	Neisseria  meningitidis  strain  NM3686  complete  genome	2195266	51.6513260808
CP014936.1	Pediococcus  claussenii  strain  TMW  2.54  complete  genome	1886832	36.8342279546
CP018193.1	Granulibacter  bethesdensis  strain  NIH7.1  complete  genome	2708311	58.7561029734
CP000910.1	Renibacterium  salmoninarum  ATCC  33209  complete  genome	3155250	56.2713255685
CP012027.1	Neisseria  gonorrhoeae  strain  FA6140  complete  genome	2168698	52.5892494022
CP003847.1	Acinetobacter  baumannii  BJAB0715  complete  genome	4001621	38.8665743208
CP004888.1	Rickettsia  prowazekii  str.  NMRC  Madrid  E  complete  genome	1111520	28.9997480927
CP001182.1	Acinetobacter  baumannii  AB0057  complete  genome	4050513	39.2052809113
CP006603.1	Lactobacillus  reuteri  TD1  complete  genome	2145445	38.7786682949
CP014899.1	Lactobacillus  backii  strain  TMW  1.2002  complete  genome	2664097	40.8060217027
CP010548.1	Mycoplasma  pneumoniae  strain  M2192  complete  genome	817169	39.9782664296
CP010867.1	Streptococcus  agalactiae  strain  SS1  complete  genome	2092071	35.5157162448
FR687359.1	Burkholderia  rhizoxinica  HKI  454  complete  genome	2755309	61.2108115641
CP015443.1	Bacillus  velezensis  strain  CC09  complete  genome	4167153	46.0521607918
CP000312.1	Clostridium  perfringens  SM101  complete  genome	2897393	28.2490155806
CP001673.1	Flavobacteriaceae  bacterium  3519-10  complete  genome	2768102	42.692754819
CP010267.1	Mycoplasma  mycoides  subsp.  mycoides  strain  izsam_mm5713  complete  genome	1192498	23.9527445748
CP000012.1	Helicobacter  pylori  51  complete  genome	1589954	38.769360623
CP014449.1	Enterococcus  faecium  strain  ATCC  700221  complete  genome	2859123	38.0536269339
CP010507.1	Campylobacter  jejuni  strain  CJ677CC078  complete  genome	1631373	30.390597368
CP013260.1	Corynebacterium  pseudotuberculosis  strain  MB11  complete  genome	2363423	52.0893636052
CP012068.1	Eubacterium  sulci  ATCC  35585  complete  genome	1739380	39.9204314181
CP006592.1	Listeria  monocytogenes  strain  J2-064  complete  genome	2943218	37.9898464878
CP003066.1	Thermoanaerobacterium  thermosaccharolyticum  M0795  complete  genome	2783395	33.9007219601
AP014508.1	Pseudothermotoga  hypogea  DSM  11164  =  NBRC  106472  DNA  complete  genome	2165165	49.4684700704
AP010890.1	Bifidobacterium  longum  subsp.  infantis  157F  DNA  complete  genome	2400312	60.0642333163
CP001875.2	Pantoea  ananatis  LMG  20103  complete  genome	4703373	53.6907661799
CP003509.1	Mycoplasma  gallisepticum  NY01_2001.047-5-1P  complete  genome	965525	31.6049817457
CP001997.1	Aminobacterium  colombiense  DSM  12261  complete  genome	1980592	45.3068577476
CP010492.1	Campylobacter  jejuni  strain  CJ677CC531  complete  genome	1666051	30.3443291952
CP012505.1	Francisella  persica  ATCC  VR-331  complete  genome	1516676	31.3896310089
CP010157.1	Escherichia  coli  strain  D10  complete  genome	5112249	50.7618858158
CP009335.1	Bacillus  thuringiensis  strain  HD1011  complete  genome	5232696	35.4741991509
CP001973.1	Spiroplasma  eriocheiris  CCTCC  M  207170  complete  genome	1364757	29.7926297502
CP001965.1	Sideroxydans  lithotrophicus  ES-1  complete  genome	3003656	57.5417424632
CP002808.1	Mycoplasma  haemofelis  Ohio2  complete  genome	1155937	38.8128418763
HE601804.1	Chlamydia  trachomatis  F/SW4  complete  genome	1042736	41.3104563379
CP000524.1	Bartonella  bacilliformis  KC583  complete  genome	1445021	38.2386830364
CP003346.1	Echinicola  vietnamensis  DSM  17526  complete  genome	5608040	44.7536929123
CP003512.1	Mycoplasma  gallisepticum  CA06_2006.052-5-2P  complete  genome	976412	31.6319340606
CP019650.1	Microbulbifer  agarilyticus  strain  GP101  complete  genome	4255625	55.440528712
CP000942.1	Ureaplasma  parvum  serovar  3  str.  ATCC  27815  complete  genome	751679	25.4965217866
CP011132.1	Citrobacter  amalonaticus  Y19  complete  genome	5584358	53.4213243492
CP017781.1	Rhodobacter  sp.  LPB0142  complete  genome	3462926	67.3527531342
CP001164.1	Escherichia  coli  O157:H7  str.  EC4115  complete  genome	5572075	50.5224893778
CP016935.1	Yersinia  enterocolitica  strain  YE7  complete  genome	4661129	46.9591809195
CP009748.1	Bacillus  subtilis  strain  ATCC  13952  complete  genome	3876276	45.8182544277
CP015966.1	Lactobacillus  plantarum  strain  LZ206  complete  genome	3212951	44.6446584464
CP003941.1	Bifidobacterium  animalis  subsp.  lactis  ATCC  27673  complete  genome	1963012	60.6306533022
CP018758.1	Pseudomonas  psychrotolerans  strain  PRS08-11306  complete  genome	5271920	64.7869656596
CP018023.1	Alteromonas  sp.  Mex14  complete  genome	4489455	44.2318722428
CP002546.1	Planctomyces  brasiliensis  DSM  5305  complete  genome	6006602	56.4486376823
CP015902.1	Lactococcus  lactis  subsp.  lactis  strain  UC06  complete  genome	2571427	35.2552882116
CP015085.1	Escherichia  coli  O25b:H4  complete  genome	5289898	50.7332655563
CP002017.1	Kyrpidia  tusciae  DSM  2912  complete  genome	3384766	59.1141307848
