ID	Description	Length	GC
CP018672.1	Klebsiella  pneumoniae  strain  CAV1217  plasmid  pCAV1217-9294  complete  sequence	9294	55.1538627071
CP018675.1	Klebsiella  pneumoniae  strain  CAV1217  plasmid  pKPC_CAV1217  complete  sequence	181436	52.9338168831
CP003425.1	Serratia  sp.  SCBI  plasmid  SCBI_Pl  complete  sequence	67208	55.0410665397
CP009639.1	Bacillus  cereus  03BB108  plasmid  pBFI_1  complete  sequence	281957	30.7717134173
CP009636.1	Bacillus  cereus  03BB108  plasmid  pBFI_2  complete  sequence	238933	31.9005746381
CP009640.1	Bacillus  cereus  03BB108  plasmid  pBFI_3  complete  sequence	85879	32.5073650136
CP009638.1	Bacillus  cereus  03BB108  plasmid  pBFI_4  complete  sequence	61862	35.4579548026
CP009637.1	Bacillus  cereus  03BB108  plasmid  pBFI_5  complete  sequence	42470	36.0842947963
CP009635.1	Bacillus  cereus  03BB108  plasmid  pBFI_6  complete  sequence	9797	31.795447586
CP009634.1	Bacillus  cereus  03BB108  plasmid  pBFI_7  complete  sequence	4898	32.9522253981
CP010153.1	Escherichia  coli  strain  D9  plasmid  A  complete  genome	114159	46.5149484491
CP010154.1	Escherichia  coli  strain  D9  plasmid  B  complete  genome	78557	48.7467698614
CP010155.1	Escherichia  coli  strain  D9  plasmid  C  complete  genome	39406	44.6378724052
CP010156.1	Escherichia  coli  strain  D9  plasmid  D  complete  genome	4600	51.7173913043
CP002702.1	Buchnera  aphidicola  str.  G002  (Myzus  persicae)  plasmid  pLeu  complete  sequence	7799	26.0802667009
CP007650.1	Lactobacillus  salivarius  strain  JCM  1046  plasmid  pCTN1046  complete  sequence	33315	34.8881885037
CP007649.1	Lactobacillus  salivarius  strain  JCM  1046  plasmid  pLMP1046  complete  sequence	101883	30.9050577623
CP007647.1	Lactobacillus  salivarius  strain  JCM  1046  plasmid  pMP1046A  complete  sequence	219748	32.0448877805
CP007648.1	Lactobacillus  salivarius  strain  JCM  1046  plasmid  pMP1046B  complete  sequence	129218	33.8706681732
AP011157.1	Acetobacter  pasteurianus  IFO  3283-32  plasmid  pAPA32-012  DNA  complete  genome	191443	53.3657537753
AP011158.1	Acetobacter  pasteurianus  IFO  3283-32  plasmid  pAPA32-020  DNA  complete  genome	182940	53.4967748989
AP011159.1	Acetobacter  pasteurianus  IFO  3283-32  plasmid  pAPA32-030  DNA  complete  genome	49961	53.8820279818
AP011160.1	Acetobacter  pasteurianus  IFO  3283-32  plasmid  pAPA32-040  DNA  complete  genome	3204	53.7453183521
AP011161.1	Acetobacter  pasteurianus  IFO  3283-32  plasmid  pAPA32-050  DNA  complete  genome	3035	55.7825370675
AP011162.1	Acetobacter  pasteurianus  IFO  3283-32  plasmid  pAPA32-060  DNA  complete  genome	1815	58.5674931129
CP000470.1	Shewanella  sp.  ANA-3  plasmid  1  complete  sequence	278942	45.6693506177
CP015248.1	Leuconostoc  mesenteroides  subsp.  suionicum  strain  DSM  20241  plasmid  complete  sequence	21983	36.9603784743
CP019987.1	Citrobacter  werkmanii  strain  BF-6  plasmid  unnamed  complete  sequence	212549	48.1785376548
CP015322.1	Mesorhizobium  amorphae  CCNWGS0123  plasmid  pM0123d  complete  sequence	948568	59.6065859274
CP016685.1	Lactococcus  lactis  subsp.  cremoris  strain  158  plasmid  p158A  complete  sequence	75119	33.0369147619
CP016686.1	Lactococcus  lactis  subsp.  cremoris  strain  158  plasmid  p158B  complete  sequence	57981	33.5609941188
CP016687.1	Lactococcus  lactis  subsp.  cremoris  strain  158  plasmid  p158C  complete  sequence	51651	34.5724187334
CP016688.1	Lactococcus  lactis  subsp.  cremoris  strain  158  plasmid  p158D  complete  sequence	33287	37.392976237
CP016689.1	Lactococcus  lactis  subsp.  cremoris  strain  158  plasmid  p158E  complete  sequence	11679	34.0525729943
CP016690.1	Lactococcus  lactis  subsp.  cremoris  strain  158  plasmid  p158F  complete  sequence	6164	35.8371187541
CP006732.1	Cronobacter  malonaticus  strain  CMCC45402  plasmid  p1  complete  sequence	126488	57.2892290178
CP006733.1	Cronobacter  malonaticus  strain  CMCC45402  plasmid  p2  complete  sequence	55913	50.3800547279
CP007794.1	Azospirillum  brasilense  strain  Az39  plasmid  AbAZ39_p1  complete  sequence	1901707	68.442614977
CP007795.1	Azospirillum  brasilense  strain  Az39  plasmid  AbAZ39_p2  complete  sequence	933960	68.5850571759
CP007796.1	Azospirillum  brasilense  strain  Az39  plasmid  AbAZ39_p3  complete  sequence	686487	69.5158102047
CP007797.1	Azospirillum  brasilense  strain  Az39  plasmid  AbAZ39_p4  complete  sequence	641573	69.2089598534
CP007798.1	Azospirillum  brasilense  strain  Az39  plasmid  AbAZ39_p5  complete  sequence	163159	65.6261683389
CP006651.1	Paracoccus  aminophilus  JCM  7686  plasmid  pAMI1  complete  sequence	118164	63.2671541248
CP006652.1	Paracoccus  aminophilus  JCM  7686  plasmid  pAMI4  complete  sequence	438126	64.2073284854
CP006653.1	Paracoccus  aminophilus  JCM  7686  plasmid  pAMI5  complete  sequence	294017	62.8174561335
CP006654.1	Paracoccus  aminophilus  JCM  7686  plasmid  pAMI6  complete  sequence	206583	63.8629509689
CP006655.1	Paracoccus  aminophilus  JCM  7686  plasmid  pAMI8  complete  sequence	202421	62.2751591979
CP018982.1	Escherichia  coli  strain  Ecol_867  plasmid  pEC867_1  complete  sequence	100168	51.7241035061
CP018980.1	Escherichia  coli  strain  Ecol_867  plasmid  pEC867_3  complete  sequence	4074	49.852724595
CP018981.1	Escherichia  coli  strain  Ecol_867  plasmid  pEC867_KPC  complete  sequence	14029	59.2629553069
CP018448.1	Klebsiella  pneumoniae  strain  Kp_Goe_33208  plasmid  pKp_Goe_208-1  complete  sequence	90685	53.1708661851
CP018449.1	Klebsiella  pneumoniae  strain  Kp_Goe_33208  plasmid  pKp_Goe_208-2  complete  sequence	67101	50.5774876678
CP013596.1	Rhizobium  sp.  N741  plasmid  pRspN741a  complete  sequence	80368	57.4046884332
CP013597.1	Rhizobium  sp.  N741  plasmid  pRspN741b  complete  sequence	314785	61.6862302842
CP013598.1	Rhizobium  sp.  N741  plasmid  pRspN741c  complete  sequence	433134	57.7901988761
CP013599.1	Rhizobium  sp.  N741  plasmid  pRspN741d  complete  sequence	501077	61.8567605378
CP013600.1	Rhizobium  sp.  N741  plasmid  pRspN741e  complete  sequence	752910	60.9683760343
CP002649.1	Buchnera  aphidicola  str.  Ua  (Uroleucon  ambrosiae)  plasmid  pLeu  complete  sequence	7689	25.6340226297
CP002650.1	Buchnera  aphidicola  str.  Ua  (Uroleucon  ambrosiae)  plasmid  pTrp  complete  sequence	4884	27.5389025389
CP002822.1	Oligotropha  carboxidovorans  OM4  plasmid  pHCG3B  complete  sequence	133055	60.5539062794
CP002823.1	Oligotropha  carboxidovorans  OM4  plasmid  pOC167B  complete  sequence	167269	60.611350579
CP003072.1	Pseudomonas  stutzeri  RCH2  plasmid  pPSEST01  complete  sequence	12763	53.850975476
CP003073.1	Pseudomonas  stutzeri  RCH2  plasmid  pPSEST02  complete  sequence	9865	60.3345159655
CP003074.1	Pseudomonas  stutzeri  RCH2  plasmid  pPSEST03  complete  sequence	2804	61.8402282454
CP001137.1	Salmonella  enterica  subsp.  enterica  serovar  Agona  str.  SL483  plasmid  complete  sequence	37978	40.7446416346
CP010452.1	Corynebacterium  glutamicum  strain  B253  plasmid  complete  sequence	21775	50.9896670494
CP010024.1	Burkholderia  fungorum  strain  ATCC  BAA-463  plasmid  pBIL  complete  sequence	437218	60.3444963382
JQ657805.1	Mycobacterium  yongonense  05-1390  plasmid  pMyong1  complete  sequence	122976	65.9185532136
JQ657806.1	Mycobacterium  yongonense  05-1390  plasmid  pMyong2  complete  sequence	18089	66.6869368124
CP006725.1	Leptospira  interrogans  serovar  Linhai  str.  56609  plasmid  lcp1  complete  sequence	67282	35.9130227996
CP006726.1	Leptospira  interrogans  serovar  Linhai  str.  56609  plasmid  lcp2  complete  sequence	56757	34.667089522
CP006727.1	Leptospira  interrogans  serovar  Linhai  str.  56609  plasmid  lcp3  complete  sequence	54986	39.4282180919
CP011146.1	Bacillus  cereus  strain  FORC_013  plasmid  pFORC13  complete  sequence	259749	32.9926197983
CP011627.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-14  complete  sequence	14274	48.7810004203
CP011633.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-150  complete  sequence	150318	53.6668928538
CP011628.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-16  complete  sequence	16069	59.3440786608
CP011625.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-1919  complete  sequence	1919	51.3288170922
CP011634.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-228  complete  sequence	227680	53.8347680956
CP011629.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-34  complete  sequence	33610	44.28146385
CP011630.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-49  complete  sequence	49200	51.2703252033
CP011631.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-54  complete  sequence	53596	52.7296813195
CP011626.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-6538  complete  sequence	6538	51.8048332823
CP011632.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pCAV1374-84  complete  sequence	83652	53.1702768613
CP011635.1	Klebsiella  oxytoca  strain  CAV1374  plasmid  pKPC_CAV1374  complete  sequence	332956	51.4632564063
CP016791.1	Bacillus  flexus  strain  KLBMP  4941  plasmid  unnamed1  complete  sequence	110013	34.9422340996
CP016792.1	Bacillus  flexus  strain  KLBMP  4941  plasmid  unnamed2  complete  sequence	33921	32.9471418885
CP003097.1	Thermovirga  lienii  DSM  17291  plasmid  pTLIE01  complete  sequence	31872	47.2860190763
CP002239.1	Borrelia  burgdorferi  N40  plasmid  N40_cp26  complete  sequence	26498	26.3151935995
CP002240.1	Borrelia  burgdorferi  N40  plasmid  N40_cp32-10  complete  sequence	30154	29.2432181468
CP002238.1	Borrelia  burgdorferi  N40  plasmid  N40_cp32-12  complete  sequence	27767	28.0728922822
CP002235.1	Borrelia  burgdorferi  N40  plasmid  N40_cp32-4  complete  sequence	15915	27.0185359724
CP002227.1	Borrelia  burgdorferi  N40  plasmid  N40_cp32-5  complete  sequence	29615	29.154144859
CP002229.1	Borrelia  burgdorferi  N40  plasmid  N40_cp32-7  complete  sequence	17483	27.1635302866
CP002242.1	Borrelia  burgdorferi  N40  plasmid  N40_cp32-9  complete  sequence	30658	28.9908017483
CP002231.1	Borrelia  burgdorferi  N40  plasmid  N40_cp9  complete  sequence	8722	24.2719559734
CP002241.1	Borrelia  burgdorferi  N40  plasmid  N40_lp17  complete  sequence	20672	24.2840557276
CP002234.1	Borrelia  burgdorferi  N40  plasmid  N40_lp25  complete  sequence	23394	23.2623749679
CP002232.1	Borrelia  burgdorferi  N40  plasmid  N40_lp28-2  complete  sequence	29521	31.7401172047
CP002236.1	Borrelia  burgdorferi  N40  plasmid  N40_lp28-4  complete  sequence	29424	24.6227569331
CP002233.1	Borrelia  burgdorferi  N40  plasmid  N40_lp28-5  complete  sequence	26642	25.3359357406
CP002230.1	Borrelia  burgdorferi  N40  plasmid  N40_lp36  complete  sequence	29194	31.5510036309
CP002237.1	Borrelia  burgdorferi  N40  plasmid  N40_lp38  complete  sequence	37903	26.000580429
CP001651.1	Borrelia  burgdorferi  N40  plasmid  N40_lp54  complete  sequence	53786	28.1374335329
CP014695.1	Staphylococcus  aureus  subsp.  aureus  strain  LA-MRSA  ST398  plasmid  paadD  complete  sequence	7190	32.9624478442
CP014694.1	Staphylococcus  aureus  subsp.  aureus  strain  LA-MRSA  ST398  plasmid  plinE154  complete  sequence	2361	29.3096145701
CP009873.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  KPNIH30  plasmid  pKPN-294  complete  sequence	13841	53.6810924066
CP009874.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  KPNIH30  plasmid  pKPN-b9c  complete  sequence	50051	51.34562746
CP009875.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  KPNIH30  plasmid  pKpQIL-531  complete  sequence	113639	53.9286688549
BX936399.2	Yersinia  pseudotuberculosis  IP32953  pYV  plasmid  complete  sequence	68525	44.5983217804
BX936400.1	Yersinia  pseudotuberculosis  IP32953  cryptic  plasmid  complete  sequence	27702	44.5852285034
CP020826.1	Salmonella  enterica  subsp.  enterica  strain  CFSAN033543  plasmid  pCFSAN033543  complete  sequence	59363	51.9633441706
CP002564.1	Carnobacterium  sp.  17-4  plasmid  pCAR50  complete  sequence	50105	31.5317832552
CP013186.1	Escherichia  coli  strain  FORC_029  plasmid  FORC_029p  complete  sequence	77339	46.7435575841
CP018955.1	Escherichia  coli  strain  Ecol_316  plasmid  pEC316_2  complete  sequence	101186	51.9548158836
CP018954.1	Escherichia  coli  strain  Ecol_316  plasmid  pEC316_3  complete  sequence	97654	53.5502897987
CP018956.1	Escherichia  coli  strain  Ecol_316  plasmid  pEC316_KPC  complete  sequence	216226	53.2484530075
CP004355.1	Corynebacterium  callunae  DSM  20147  plasmid  pCC1  complete  sequence	4109	54.4171331224
CP004356.1	Corynebacterium  callunae  DSM  20147  plasmid  pCC2  complete  sequence	85023	54.3770509156
CP006701.1	Listonella  anguillarum  M3  plasmid  complete  sequence	66164	42.6425246358
CP002995.1	Streptomyces  violaceusniger  Tu  4113  plasmid  pSTRVI01  complete  sequence	290055	68.2408508731
CP002996.1	Streptomyces  violaceusniger  Tu  4113  plasmid  pSTRVI02  complete  sequence	191151	69.6956856098
CP018025.1	Alteromonas  mediterranea  strain  CP48  plasmid  pAMCP48-600  complete  sequence	603655	42.9021543763
CP003812.1	Chlamydia  psittaci  84/55  plasmid  pcp8455  complete  sequence	7487	32.8168825965
CP011617.1	Klebsiella  oxytoca  strain  CAV1335  plasmid  pCAV1335-115  complete  sequence	115319	51.4772067049
CP011616.1	Klebsiella  oxytoca  strain  CAV1335  plasmid  pCAV1335-118  complete  sequence	117623	49.6254984144
CP011613.1	Klebsiella  oxytoca  strain  CAV1335  plasmid  pCAV1335-5410  complete  sequence	5410	52.2181146026
CP011614.1	Klebsiella  oxytoca  strain  CAV1335  plasmid  pCAV1335-92  complete  sequence	92095	53.2298170368
CP011615.1	Klebsiella  oxytoca  strain  CAV1335  plasmid  pKPC_CAV1335  complete  sequence	113105	54.1770920826
CP009008.1	Xanthomonas  citri  subsp.  citri  strain  jx5  plasmid  pXAC33  complete  sequence	33695	61.8756492061
CP009009.1	Xanthomonas  citri  subsp.  citri  strain  jx5  plasmid  pXAC64  complete  sequence	64912	61.3877249199
CP007642.1	Rhizobium  etli  bv.  phaseoli  str.  IE4803  plasmid  pRetIE4803a  complete  sequence	445194	62.1670552613
CP007643.1	Rhizobium  etli  bv.  phaseoli  str.  IE4803  plasmid  pRetIE4803b  complete  sequence	499136	57.8740062829
CP007644.1	Rhizobium  etli  bv.  phaseoli  str.  IE4803  plasmid  pRetIE4803c  complete  sequence	711724	61.1522163086
CP007645.1	Rhizobium  etli  bv.  phaseoli  str.  IE4803  plasmid  pRetIE4803d  complete  sequence	742914	60.6336668847
CP001288.1	Cyanothece  sp.  PCC  8801  plasmid  pP880101  complete  sequence	50894	38.8533029434
CP001289.1	Cyanothece  sp.  PCC  8801  plasmid  pP880102  complete  sequence	40786	40.2294905115
CP001290.1	Cyanothece  sp.  PCC  8801  plasmid  pP880103  complete  sequence	16601	40.4433467863
CP002747.1	Borrelia  bissettii  DN127  plasmid  cp26  complete  sequence	26473	26.3929286443
CP002748.1	Borrelia  bissettii  DN127  plasmid  cp32-11  complete  sequence	30294	29.5438040536
CP002749.1	Borrelia  bissettii  DN127  plasmid  cp32-3  complete  sequence	30547	28.8342554097
CP002750.1	Borrelia  bissettii  DN127  plasmid  cp32-4  complete  sequence	30529	29.2115693275
CP002751.1	Borrelia  bissettii  DN127  plasmid  cp32-5  complete  sequence	29936	29.536344201
CP002752.1	Borrelia  bissettii  DN127  plasmid  cp32-6  complete  sequence	30092	29.2735610794
CP002753.1	Borrelia  bissettii  DN127  plasmid  cp32-7  complete  sequence	30767	29.0343549907
CP002754.1	Borrelia  bissettii  DN127  plasmid  cp32-quad  complete  sequence	66242	27.4704870022
CP002755.1	Borrelia  bissettii  DN127  plasmid  cp9  complete  sequence	10209	24.4098344598
CP002756.1	Borrelia  bissettii  DN127  plasmid  lp17  complete  sequence	27137	24.5826731031
CP002757.1	Borrelia  bissettii  DN127  plasmid  lp25  complete  sequence	23029	23.6006774067
CP002758.1	Borrelia  bissettii  DN127  plasmid  lp28-3  complete  sequence	24945	24.0208458609
CP002759.1	Borrelia  bissettii  DN127  plasmid  lp28-4  complete  sequence	27319	24.7666459241
CP002760.1	Borrelia  bissettii  DN127  plasmid  lp28-7  complete  sequence	30502	27.5293423382
CP002761.1	Borrelia  bissettii  DN127  plasmid  lp54  complete  sequence	55219	28.3380720404
CP002762.1	Borrelia  bissettii  DN127  plasmid  lp56  complete  sequence	29448	31.5233632165
CP014336.1	Geobacillus  thermoleovorans  strain  KCTC  3570  plasmid  pLDW-1  complete  sequence	48708	44.4136486819
AP006862.1	Chlamydia  felis  Fe/C-56  Fe/C-56  plasmid  pCfe1  DNA  complete  sequence	7552	33.9115466102
AP006520.1	Geobacillus  kaustophilus  HTA426  plasmid  pHTA426  DNA  complete  genome	47890	44.151179787
CP020109.1	Klebsiella  pneumoniae  strain  AR_0098  plasmid  tig00000001  complete  sequence	169952	52.6966437582
CP020110.1	Klebsiella  pneumoniae  strain  AR_0098  plasmid  tig00000002  complete  sequence	73467	54.7293342589
CP020111.1	Klebsiella  pneumoniae  strain  AR_0098  plasmid  tig00000003  complete  sequence	43381	46.8361725179
CP020112.1	Klebsiella  pneumoniae  strain  AR_0098  plasmid  tig00000004  complete  sequence	13841	53.6810924066
CU459137.1	Acinetobacter  baumannii  str.  AYE  plasmid  p1ABAYE  complete  genome	5644	34.514528703
CU459138.1	Acinetobacter  baumannii  str.  AYE  plasmid  p2ABAYE  complete  genome	9661	34.3960252562
CU459140.1	Acinetobacter  baumannii  str.  AYE  plasmid  p3ABAYE  complete  genome	94413	37.4842447544
CU459139.1	Acinetobacter  baumannii  str.  AYE  plasmid  p4ABAYE  complete  genome	2726	37.6008804109
CP013779.1	Piscirickettsia  salmonis  strain  PM51819A  plasmid  p1PS5  complete  sequence	165427	38.9271400678
CP013780.1	Piscirickettsia  salmonis  strain  PM51819A  plasmid  p2PS5  complete  sequence	122750	39.1242362525
CP015284.1	Streptococcus  salivarius  strain  ATCC  25975  plasmid  complete  sequence	126555	35.9424756035
CP012686.1	Serratia  marcescens  strain  SmUNAM836  plasmid  pSmUNAM836  complete  sequence	26346	43.5246337205
CP015952.1	Legionella  pneumophila  strain  E5_N  plasmid  unnamed1  complete  sequence	73576	39.0331086224
CP010321.1	Bacillus  anthracis  strain  Canadian_bison  plasmid  1  complete  sequence	181741	32.5353112396
CP010320.1	Bacillus  anthracis  strain  Canadian_bison  plasmid  2  complete  sequence	94810	33.0587490771
CP009924.1	Chlamydia  trachomatis  strain  L2b/CS19/08  plasmid  complete  sequence	7500	36.2266666667
CP001286.1	Bacillus  cereus  AH820  plasmid  pAH820_10  complete  sequence	10915	33.6142922584
CP001285.1	Bacillus  cereus  AH820  plasmid  pAH820_272  complete  sequence	272145	33.639420162
CP001284.1	Bacillus  cereus  AH820  plasmid  pAH820_3  complete  sequence	3091	34.9401488192
CP010232.1	Escherichia  coli  strain  S30  plasmid  A  complete  sequence	155425	50.7466623774
CP010233.1	Escherichia  coli  strain  S30  plasmid  B  complete  sequence	136060	50.450536528
CP010234.1	Escherichia  coli  strain  S30  plasmid  C  complete  sequence	117266	47.9388740129
CP002342.1	Lactobacillus  delbrueckii  subsp.  bulgaricus  ND02  plasmid  complete  sequence	6223	44.6569178853
CP007135.1	Escherichia  coli  O145:H28  str.  RM12761  plasmid  pO145-12761  complete  sequence	98067	49.6823600192
CP007134.1	Escherichia  coli  O145:H28  str.  RM12761  plasmid  pRM12761  complete  sequence	58666	42.4351413084
CP019451.1	Halioglobus  japonicus  strain  NBRC  107739  plasmid  unnamed1  complete  sequence	10983	58.8363835018
CP019452.1	Halioglobus  japonicus  strain  NBRC  107739  plasmid  unnamed2  complete  sequence	8642	56.9775514927
CP019453.1	Halioglobus  japonicus  strain  NBRC  107739  plasmid  unnamed3  complete  sequence	11431	56.9853906045
FO082821.1	Rhizobium  sp.  NT-26  plasmid  NT26_p1  complete  genome	322264	60.1897822903
FO082822.1	Rhizobium  sp.  NT-26  plasmid  NT26_p2  complete  genome	15430	62.0933246922
CP015386.1	Klebsiella  pneumoniae  strain  NY9  plasmid  pNY9_1  complete  sequence	199497	52.9336280746
CP015387.1	Klebsiella  pneumoniae  strain  NY9  plasmid  pNY9_2  complete  sequence	139933	54.0422916682
CP015388.1	Klebsiella  pneumoniae  strain  NY9  plasmid  pNY9_3  complete  sequence	89067	52.5458362806
CP015389.1	Klebsiella  pneumoniae  strain  NY9  plasmid  pNY9_4  complete  sequence	53300	51.3996247655
CP015390.1	Klebsiella  pneumoniae  strain  NY9  plasmid  pNY9_5  complete  sequence	39432	42.7038953135
CP015391.1	Klebsiella  pneumoniae  strain  NY9  plasmid  pNY9_6  complete  sequence	11090	55.3291253381
CP009680.1	Bacillus  velezensis  strain  JS25R  plasmid  pBMJS25R  complete  sequence	8438	40.3176108082
CP018790.1	Campylobacter  sp.  RM6137  plasmid  pSUIS6137  complete  sequence	6090	33.6945812808
CP020001.1	Acinetobacter  calcoaceticus  strain  CA16  plasmid  pCA16  complete  sequence	5920	30.8445945946
CP001152.1	Rhodobacter  sphaeroides  KD131  plasmid  pRSKD131A  complete  sequence	157345	70.0905653182
CP001153.1	Rhodobacter  sphaeroides  KD131  plasmid  pRSKD131B  complete  sequence	103355	69.8301968942
CP016441.1	Bordetella  pseudohinzii  strain  HI4681  plasmid  unnamed1  complete  sequence	68520	58.7711617046
BX571858.1	Staphylococcus  aureus  plasmid  pSAS  complete  genome	20652	28.3652914972
CP009721.1	Yersinia  pestis  strain  Shasta  plasmid  pCD  complete  sequence	70305	44.8374937771
CP009722.1	Yersinia  pestis  strain  Shasta  plasmid  pMT  complete  sequence	96210	50.2307452448
CP009724.1	Yersinia  pestis  strain  Shasta  plasmid  pPCP  complete  sequence	9364	44.8953438701
CP015380.1	Hafnia  alvei  strain  HUMV-5920  plasmid  complete  sequence	87576	43.6420937243
CP007453.1	Eubacterium  acidaminophilum  DSM  3953  plasmid  EAL2_808p  complete  sequence	808774	44.1831710713
CP017632.1	Escherichia  coli  SLK172  plasmid  pSLK172-1  complete  sequence	369298	47.3985778423
CP017633.1	Escherichia  coli  SLK172  plasmid  pSLK172-2  complete  sequence	120528	52.7238484004
CP008945.1	Corynebacterium  atypicum  strain  R2070  plasmid  phiCATYP2070I  complete  sequence	48068	58.1800782225
CP018843.1	Staphylococcus  epidermidis  strain  14.1.R1  plasmid  pHOB1  complete  sequence	24769	30.840970568
CP018844.1	Staphylococcus  epidermidis  strain  14.1.R1  plasmid  pHOB2  complete  sequence	9323	28.2956130001
CP018841.1	Staphylococcus  phage  HOB  14.1.R1  complete  genome	18659	32.884934884
CP017600.1	Moorea  producens  PAL-8-15-08-1  strain  PAL  15AUG08-1  plasmid  unnamed  complete  sequence	35548	42.7731517948
CP002043.1	Meiothermus  silvanus  DSM  9946  plasmid  pMESIL01  complete  sequence	347854	64.5862919501
CP002044.1	Meiothermus  silvanus  DSM  9946  plasmid  pMESIL02  complete  sequence	124421	66.6688099276
CP002115.1	Staphylococcus  aureus  subsp.  aureus  JKD6159  plasmid  pSaa6159  complete  sequence	20730	28.3598649301
CP007066.1	Fusobacterium  nucleatum  subsp.  vincentii  3_1_27  plasmid  complete  sequence	15921	27.8500094215
CP013240.1	Clostridium  butyricum  strain  CDC_51208  plasmid  pNPD4_1  complete  sequence	9567	26.8213651092
CP013238.1	Clostridium  butyricum  strain  CDC_51208  plasmid  pNPD4_2  complete  sequence	820516	28.1840939116
CP003669.1	Staphylococcus  warneri  SG1  plasmid  pSZ4  complete  sequence	4374	31.8701417467
CP016875.1	Legionella  pneumophila  subsp.  pneumophila  strain  FFI329  plasmid  complete  sequence	68146	38.4630058991
CP012980.1	Staphylococcus  aureus  strain  ST20130940  plasmid  pST20130940  complete  sequence	20720	28.3687258687
CP018077.1	Sulfitobacter  sp.  AM1-D1  plasmid  unnamed1  complete  sequence	185176	65.5560115782
CP018078.1	Sulfitobacter  sp.  AM1-D1  plasmid  unnamed2  complete  sequence	95272	60.3178268536
CP018079.1	Sulfitobacter  sp.  AM1-D1  plasmid  unnamed3  complete  sequence	15811	58.7312630447
CP018080.1	Sulfitobacter  sp.  AM1-D1  plasmid  unnamed4  complete  sequence	205668	63.6905109205
CP018081.1	Sulfitobacter  sp.  AM1-D1  plasmid  unnamed5  complete  sequence	348874	61.5958770215
AP011143.1	Acetobacter  pasteurianus  IFO  3283-22  plasmid  pAPA22-010  DNA  complete  genome	191427	53.3660350943
AP011144.1	Acetobacter  pasteurianus  IFO  3283-22  plasmid  pAPA22-020  DNA  complete  genome	182940	53.4967748989
AP011145.1	Acetobacter  pasteurianus  IFO  3283-22  plasmid  pAPA22-030  DNA  complete  genome	49961	53.8820279818
AP011146.1	Acetobacter  pasteurianus  IFO  3283-22  plasmid  pAPA22-040  DNA  complete  genome	3204	53.7453183521
AP011147.1	Acetobacter  pasteurianus  IFO  3283-22  plasmid  pAPA22-050  DNA  complete  genome	3035	55.7825370675
AP011148.1	Acetobacter  pasteurianus  IFO  3283-22  plasmid  pAPA22-060  DNA  complete  genome	1815	58.5674931129
AP010657.1	Candidatus  Azobacteroides  pseudotrichonymphae  genomovar.  CFP2  plasmid  pCFPG1  DNA  complete  sequence	37560	35.9744408946
AP010658.1	Candidatus  Azobacteroides  pseudotrichonymphae  genomovar.  CFP2  plasmid  pCFPG2  DNA  complete  sequence	37111	35.0165719059
AP010659.1	Candidatus  Azobacteroides  pseudotrichonymphae  genomovar.  CFP2  plasmid  pCFPG3  DNA  complete  sequence	31893	35.6441852444
AP010660.1	Candidatus  Azobacteroides  pseudotrichonymphae  genomovar.  CFP2  plasmid  pCFPG4  DNA  complete  sequence	4149	44.2757290913
CP014063.1	Staphylococcus  aureus  strain  FDAARGOS_159  plasmid  complete  sequence	37980	28.0384412849
CP020385.1	Rhodovulum  sp.  MB263  plasmid  pRSMBA  complete  sequence	238713	68.8638658138
CP020386.1	Rhodovulum  sp.  MB263  plasmid  pRSMBB  complete  sequence	63277	67.7212889359
CP001136.1	Edwardsiella  tarda  EIB202  plasmid  pEIB202  complete  sequence	43703	57.325584056
CP008937.1	Candidatus  Caedibacter  acanthamoebae  plasmid  Plasmid_00001  complete  sequence	148131	36.6749701278
CP008938.1	Candidatus  Caedibacter  acanthamoebae  plasmid  Plasmid_00002  complete  sequence	71042	36.6825258298
CP008939.1	Candidatus  Caedibacter  acanthamoebae  plasmid  Plasmid_00003  complete  sequence	169123	36.5905287867
CP008940.1	Candidatus  Caedibacter  acanthamoebae  plasmid  Plasmid_00004  complete  sequence	65130	38.003992016
CP003482.1	Helicobacter  cetorum  MIT  99-5656  plasmid  pHCD  complete  sequence	14124	32.7244406684
CP020613.1	Paracoccus  contaminans  strain  RKI  16-01929T=LMG  29738T=CCM  8701T=CIP  111112T  plasmid  unnamed  complete  sequence	93982	69.5580004682
CP011610.1	Citrobacter  freundii  strain  CAV1321  plasmid  pCAV1321-135  complete  sequence	135117	52.8808366083
CP011603.1	Citrobacter  freundii  strain  CAV1321  plasmid  pCAV1321-1916  complete  sequence	1916	52.2964509395
